season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
2,0,5,16,0,2,1,1,0.6012,0.5444,0.6445,0.0782,211
2,0,5,17,0,2,1,2,0.7184,0.7092,0.6621,0.252,220
2,0,5,18,0,2,1,1,0.5904,0.5463,0.5774,0.1982,250
2,0,5,19,0,2,1,3,0.7183,0.6991,0.5116,0.3019,142
2,0,5,20,0,2,1,2,0.5555,0.5468,0.4045,0.3028,135
2,0,5,21,0,2,1,1,0.7693,0.7022,0.7008,0.2723,112
2,0,5,22,0,2,1,2,0.6231,0.5681,0.5363,0.4239,59
2,0,5,23,0,2,1,2,0.7015,0.6837,0.6496,0.4192,44
2,0,6,0,0,3,1,2,0.7094,0.6781,0.7203,0.2998,29
2,0,6,1,0,3,1,4,0.573,0.539,0.5566,0.2682,9
2,0,6,2,0,3,1,2,0.7203,0.6982,0.4176,0.0686,9
2,0,6,3,0,3,1,3,0.6233,0.6225,0.5663,0.5633,6
2,0,6,4,0,3,1,2,0.6405,0.6073,0.5748,0.2261,12
2,0,6,5,1,3,0,1,0.615,0.5672,0.6529,0.2444,16
2,0,6,6,0,3,1,2,0.7749,0.7396,0.5248,0.3237,98
2,0,6,7,0,3,1,2,0.58,0.5268,0.5187,0.3563,204
2,0,6,8,0,3,1,1,0.692,0.6617,0.5472,0.4028,274
2,0,6,9,0,3,1,2,0.6182,0.5874,0.6381,0.0569,124
2,0,6,10,0,3,1,1,0.7383,0.6769,0.7015,0.6066,144
2,0,6,11,0,3,1,1,0.8244,0.771,0.8735,0.0585,198
2,0,6,12,0,3,1,3,0.6178,0.5771,0.8249,0.2431,129
2,0,6,13,0,3,1,1,0.6717,0.6601,0.5774,0.2504,163
2,0,6,14,0,3,1,2,0.6349,0.5769,0.5072,0.4577,103
2,0,6,15,0,3,1,1,0.7346,0.6735,0.5187,0.8293,142
2,0,6,16,0,3,1,2,0.6445,0.601,0.4359,0.2484,139
2,0,6,17,0,3,1,3,0.7253,0.7059,0.6084,0.4053,202
2,0,6,18,0,3,1,2,0.634,0.6242,0.4746,0.4581,194
2,0,6,19,0,3,1,2,0.8189,0.7859,0.4606,0.346,158
2,0,6,20,0,3,1,1,0.5085,0.5045,0.4685,0.2627,135
2,0,6,21,0,3,1,1,0.6883,0.6887,0.7001,0.184,118
2,0,6,22,0,3,1,2,0.6611,0.6328,0.5836,0.3916,78
2,0,6,23,0,3,1,2,0.6586,0.6016,0.4299,0.1669,55
2,0,6,0,0,4,1,2,0.6841,0.6476,0.6999,0.2387,26
2,0,6,1,0,4,1,2,0.6682,0.594,0.7371,0.4782,12
2,0,6,2,0,4,1,1,0.6795,0.6573,0.539,0.2334,9
2,0,6,3,0,4,1,1,0.6927,0.6433,0.5002,0.2481,10
2,0,6,4,0,4,1,3,0.7866,0.7506,0.4895,0.3498,10
2,0,6,5,0,4,1,2,0.4705,0.4445,0.626,0.1407,39
2,0,6,6,0,4,1,2,0.7934,0.7423,0.7036,0.584,102
2,0,6,7,0,4,1,2,0.8433,0.8079,0.6144,0.0747,214
2,0,6,8,0,4,1,3,0.5416,0.5107,0.4327,0.1408,192
2,0,6,9,0,4,1,3,0.6675,0.6152,0.7219,0.6564,129
2,0,6,10,0,4,1,1,0.7601,0.6892,0.5877,0.1491,108
2,0,6,11,0,4,1,3,0.7284,0.7027,0.5701,0.448,102
2,0,6,12,0,4,1,1,0.7815,0.7062,0.6459,0.2583,192
2,0,6,13,0,4,1,1,0.6902,0.7095,0.7194,0.1114,119
2,0,6,14,0,4,1,3,0.5218,0.5344,0.4576,0.2059,99
2,0,6,15,0,4,1,1,0.7555,0.67,0.4332,0.3824,170
2,0,6,16,0,4,1,1,0.7086,0.692,0.5884,0.2821,190
2,0,6,17,0,4,1,2,0.7668,0.7626,0.5899,0.3694,233
2,0,6,18,0,4,1,4,0.5568,0.5113,0.7025,0.4459,175
2,0,6,19,0,4,1,1,0.579,0.5606,0.7463,0.4253,187
2,0,6,20,0,4,1,2,0.6653,0.6283,0.5338,0.2677,153
2,0,6,21,0,4,1,2,0.7575,0.74,0.6336,0.4204,96
2,0,6,22,0,4,1,1,0.7769,0.7247,0.6493,0.3571,100
2,0,6,23,0,4,1,2,0.6133,0.6131,0.661,0.1104,50
2,0,6,0,0,5,0,2,0.6379,0.6017,0.4004,0.3354,17
2,0,6,1,0,5,0,2,0.8674,0.8145,0.6575,0.2939,8
2,0,6,2,0,5,0,2,0.6276,0.6157,0.4952,0.2912,6
2,0,6,3,0,5,0,3,0.7136,0.7049,0.6636,0.418,4
2,0,6,4,0,5,0,2,0.6347,0.5329,0.4561,0.3458,8
2,0,6,5,0,5,0,1,0.6996,0.5775,0.602,0.516,31
2,0,6,6,0,5,0,2,0.6057,0.5856,0.5578,0.4111,47
2,0,6,7,0,5,0,2,0.6077,0.5574,0.8505,0.4038,138
2,0,6,8,0,5,0,1,0.6404,0.5687,0.4873,0.1533,217
2,0,6,9,0,5,0,2,0.6282,0.5855,0.4783,0.1309,99
2,0,6,10,0,5,0,2,0.645,0.7001,0.7706,0.3791,88
2,0,6,11,0,5,0,1,0.7031,0.6281,0.6966,0.3317,120
2,0,6,12,0,5,0,1,0.7987,0.7853,0.6234,0.2723,127
2,0,6,13,0,5,0,2,0.625,0.5709,0.5326,0.2414,82
2,0,6,14,0,5,0,1,0.5971,0.5237,0.4518,0.1922,103
2,0,6,15,0,5,0,3,0.667,0.6153,0.5381,0.2973,69
2,0,6,16,0,5,0,1,0.6067,0.5338,0.5254,0.1596,150
2,0,6,17,0,5,0,2,0.5519,0.4772,0.5055,0.5793,173
2,0,6,18,0,5,0,2,0.7408,0.682,0.5281,0.3069,154
2,0,6,19,0,5,0,1,0.672,0.6057,0.5225,0.1968,135
2,0,6,20,0,5,0,2,0.6788,0.6405,0.7054,0.4354,68
2,0,6,21,0,5,0,1,0.5314,0.5099,0.4226,0.415,64
2,0,6,22,0,5,0,1,0.6254,0.5705,0.6371,0.1117,55
2,0,6,23,0,5,0,2,0.5672,0.5577,0.6221,0.7198,29
2,0,6,0,0,6,0,1,0.667,0.6137,0.5828,0.3683,20
2,0,6,1,0,6,0,2,0.6779,0.6394,0.6708,0.3187,8
2,0,6,2,0,6,0,2,0.6778,0.5788,0.6423,0.5171,6
2,0,6,3,0,6,0,1,0.6218,0.5931,0.6029,0.3046,6
2,0,6,4,0,6,0,1,0.6087,0.6459,0.7232,0.1402,9
2,0,6,5,0,6,0,3,0.6549,0.646,0.2962,0.2466,22
2,0,6,6,0,6,0,1,0.6934,0.6536,0.8538,0.1039,73
2,0,6,7,0,6,0,2,0.6279,0.5618,0.7317,0.0575,147
2,0,6,8,0,6,0,1,0.6028,0.6217,0.7981,0.2258,198
2,0,6,9,0,6,0,3,0.6058,0.5707,0.4864,0.0213,80
2,0,6,10,0,6,0,1,0.6224,0.571,0.6003,0.2661,104
2,0,6,11,0,6,0,2,0.6368,0.5855,0.6293,0.1201,130
2,0,6,12,0,6,0,2,0.5916,0.6242,0.5475,0.0844,134
2,0,6,13,0,6,0,1,0.6373,0.6019,0.6138,0.0915,122
2,0,6,14,0,6,0,2,0.755,0.7307,0.6239,0.2448,86
2,0,6,15,0,6,0,1,0.6478,0.6094,0.4485,0.4277,105
2,0,6,16,0,6,0,1,0.5817,0.5507,0.6815,0.1805,177
2,0,6,17,0,6,0,1,0.5104,0.4721,0.6716,0.161,175
2,0,6,18,0,6,0,2,0.797,0.7998,0.5114,0.1816,149
2,0,6,19,0,6,0,3,0.7482,0.7121,0.4368,0.5379,90
2,0,6,20,0,6,0,1,0.6884,0.6117,0.6082,0.2987,116
2,0,6,21,0,6,0,3,0.7498,0.7242,0.4944,0.4363,55
2,0,6,22,0,6,0,2,0.7054,0.6667,0.6279,0.1433,54
2,0,6,23,0,6,0,1,0.6632,0.6414,0.5005,0.4822,34
2,0,6,0,0,0,1,1,0.5837,0.5446,0.7761,0.1366,21
2,0,6,1,0,0,1,1,0.8041,0.7477,0.5139,0.4414,15
2,0,6,2,1,0,0,1,0.6399,0.6347,0.4892,0.1488,4
2,0,6,3,0,0,1,2,0.6437,0.6673,0.5993,0.4015,8
2,0,6,4,0,0,1,2,0.6731,0.5837,0.4046,0.1549,13
2,0,6,5,0,0,1,1,0.6743,0.6431,0.4925,0.4747,43
2,0,6,6,0,0,1,2,0.7107,0.659,0.3977,0.3791,66
2,0,6,7,0,0,1,1,0.7027,0.6402,0.6219,0.0926,244
2,0,6,8,0,0,1,3,0.6301,0.5339,0.7078,0.1828,221
2,0,6,9,0,0,1,2,0.6723,0.6495,0.5449,0.3649,163
2,0,6,10,0,0,1,1,0.7085,0.6586,0.747,0.2378,148
2,0,6,11,0,0,1,2,0.6242,0.5767,0.4944,0.3034,155
2,0,6,12,0,0,1,1,0.7718,0.7693,0.5405,0.2452,187
2,0,6,13,0,0,1,3,0.6691,0.6225,0.7038,0.2609,95
2,0,6,14,0,0,1,1,0.7824,0.7288,0.6824,0.2078,146
2,0,6,15,0,0,1,3,0.5731,0.5043,0.6512,0.0121,115
2,0,6,16,0,0,1,3,0.7163,0.6533,0.7296,0.1607,153
2,0,6,17,0,0,1,2,0.6082,0.6218,0.5903,0.5546,244
2,0,6,18,0,0,1,2,0.6261,0.6131,0.6328,0.2809,231
2,0,6,19,0,0,1,2,0.7339,0.7358,0.5147,0.0243,175
2,0,6,20,0,0,1,1,0.6545,0.5966,0.8276,0.3606,136
2,0,6,21,0,0,1,3,0.8523,0.8205,0.5424,0.6956,89
2,0,6,22,0,0,1,1,0.7068,0.7029,0.5709,0.2713,92
2,0,6,23,0,0,1,3,0.6218,0.6081,0.6216,0.6238,32
2,0,6,0,0,1,1,2,0.7089,0.7209,0.6773,0.1848,25
2,0,6,1,0,1,1,1,0.6559,0.6352,0.676,0.5748,12
2,0,6,2,0,1,1,1,0.7308,0.6942,0.2721,0.3265,9
2,0,6,3,0,1,1,1,0.6518,0.5486,0.8092,0.2948,9
2,0,6,4,0,1,1,1,0.701,0.6784,0.7904,0.3207,12
2,0,6,5,0,1,1,2,0.6864,0.67,0.7475,0.4737,27
2,0,6,6,0,1,1,1,0.678,0.6785,0.6148,0.1994,107
2,0,6,7,0,1,1,3,0.7454,0.6843,0.7469,0.327,122
2,0,6,8,0,1,1,1,0.5463,0.518,0.6287,0.5226,282
2,0,6,9,0,1,1,2,0.6793,0.5977,0.6272,0.5878,178
2,0,6,10,0,1,1,1,0.6234,0.5439,0.681,0.1519,161
2,0,6,11,0,1,1,1,0.5781,0.5646,0.6624,0.4321,155
2,0,6,12,0,1,1,2,0.6139,0.6212,0.7201,0.5078,169
2,0,6,13,0,1,1,1,0.6291,0.6367,0.339,0.5941,161
2,0,6,14,0,1,1,2,0.656,0.6364,0.5866,0.3206,125
2,0,6,15,0,1,1,2,0.6961,0.7227,0.4507,0.3687,124
2,0,6,16,0,1,1,1,0.7105,0.6632,0.7089,0.4382,258
2,0,6,17,0,1,1,1,0.6439,0.6386,0.4877,0.1597,334
2,0,6,18,0,1,1,1,0.7834,0.7047,0.5633,0.4219,242
2,0,6,19,0,1,1,1,0.6465,0.5199,0.7096,0.4556,161
2,0,6,20,0,1,1,2,0.5363,0.495,0.7542,0.2023,106
2,0,6,21,0,1,1,1,0.6484,0.6123,0.7032,0.574,130
2,0,6,22,0,1,1,1,0.6758,0.6491,0.6876,0.4127,105
2,0,6,23,0,1,1,2,0.4434,0.4156,0.4547,0.2091,54
2,0,6,0,0,2,1,2,0.7589,0.7318,0.4759,0.4189,25
2,0,6,1,0,2,1,3,0.6675,0.6863,0.4371,0.1872,13
2,0,6,2,0,2,1,2,0.5938,0.5862,0.4713,0.4967,7
2,0,6,3,0,2,1,2,0.6072,0.5539,0.617,0.2506,8
2,0,6,4,0,2,1,2,0.7278,0.616,0.7186,0.4616,12
2,0,6,5,0,2,1,1,0.7363,0.6672,0.7182,0.2302,44
2,0,6,6,0,2,1,1,0.629,0.6379,0.3758,0.3182,109
2,0,6,7,0,2,1,2,0.5796,0.5355,0.5936,0.3135,202
2,0,6,8,0,2,1,1,0.6836,0.6698,0.5651,0.5453,263
2,0,6,9,0,2,1,1,0.6964,0.6808,0.3199,0.1632,160
2,0,6,10,0,2,1,2,0.714,0.6766,0.6976,0.0654,139
2,0,6,11,0,2,1,2,0.635,0.6007,0.6942,0.3147,155
2,0,6,12,0,2,1,2,0.6659,0.6127,0.5251,0.0164,219
2,0,6,13,0,2,1,1,0.6758,0.7089,0.5608,0.1308,174
2,0,6,14,0,2,1,3,0.7421,0.6763,0.6154,0.3337,102
2,0,6,15,0,2,1,1,0.7675,0.7627,0.6476,0.2381,162
2,0,6,16,0,2,1,3,0.7865,0.7721,0.5201,0.4206,167
2,0,6,17,0,2,1,1,0.7656,0.7458,0.4949,0.1568,342
2,0,6,18,0,2,1,3,0.8014,0.7577,0.4677,0.0999,164
2,0,6,19,0,2,1,3,0.7454,0.6637,0.7766,0.1666,137
2,0,6,20,0,2,1,1,0.6332,0.5671,0.7443,0.2615,158
2,0,6,21,0,2,1,2,0.7818,0.7194,0.4669,0.5377,86
2,0,6,22,0,2,1,1,0.5781,0.5603,0.4905,0.1256,78
2,0,6,23,0,2,1,1,0.8399,0.8247,0.4707,0.4783,53
2,0,6,0,0,3,1,1,0.608,0.5871,0.4206,0.0115,31
2,0,6,1,0,3,1,2,0.7384,0.7093,0.8329,0.1906,11
2,0,6,2,0,3,1,1,0.7774,0.7698,0.5106,0.311,9
2,0,6,3,0,3,1,2,0.7084,0.6103,0.6899,0.1341,10
2,0,6,4,0,3,1,3,0.5328,0.4399,0.5581,0.4617,11
2,0,6,5,0,3,1,3,0.6099,0.533,0.5724,0.5514,33
2,0,6,6,0,3,1,1,0.7013,0.694,0.5641,0.1745,85
2,0,6,7,0,3,1,2,0.7208,0.6245,0.6428,0.1092,203
2,0,6,8,0,3,1,1,0.6638,0.6303,0.5766,0.2381,353
2,0,6,9,0,3,1,1,0.6815,0.6201,0.6882,0.0619,177
2,0,6,10,0,3,1,3,0.5735,0.5495,0.7374,0.2946,89
2,0,6,11,0,3,1,4,0.8005,0.7562,0.5243,0.6272,94
2,0,6,12,0,3,1,1,0.6498,0.6249,0.6233,0.2912,203
2,0,6,13,0,3,1,1,0.7315,0.683,0.4027,0.1387,152
2,0,6,14,0,3,1,1,0.7745,0.757,0.5361,0.2529,112
2,0,6,15,0,3,1,1,0.5954,0.6096,0.6009,0.3766,152
2,0,6,16,0,3,1,1,0.6853,0.6889,0.5749,0.2831,242
2,0,6,17,0,3,1,1,0.6958,0.6501,0.5857,0.6696,324
2,0,6,18,0,3,1,1,0.6582,0.5994,0.6607,0.0352,229
2,0,6,19,0,3,1,1,0.7412,0.71,0.6858,0.3094,161
2,0,6,20,0,3,1,2,0.6296,0.6574,0.3436,0.3892,147
2,0,6,21,0,3,1,2,0.6801,0.6445,0.6207,0.501,90
2,0,6,22,0,3,1,2,0.6503,0.643,0.561,0.4269,83
2,0,6,23,0,3,1,1,0.8391,0.8206,0.5409,0.228,57
2,0,6,0,1,4,0,2,0.6317,0.6233,0.767,0.0931,14
2,0,6,1,0,4,1,1,0.7302,0.7319,0.3887,0.2418,14
2,0,6,2,0,4,1,3,0.8039,0.7242,0.5932,0.0917,7
2,0,6,3,0,4,1,1,0.6138,0.5542,0.7722,0.34,8
2,0,6,4,0,4,1,3,0.6848,0.652,0.6082,0.1343,12
2,0,6,5,0,4,1,1,0.609,0.6155,0.4855,0.779,35
2,0,6,6,0,4,1,2,0.5372,0.5472,0.5736,0.1353,73
2,0,6,7,0,4,1,1,0.6231,0.5906,0.8121,0.408,230
2,0,6,8,1,4,0,2,0.6382,0.6362,0.7402,0.2092,104
2,0,6,9,0,4,1,2,0.6423,0.5976,0.5374,0.1406,164
2,0,6,10,0,4,1,1,0.6571,0.5995,0.7837,0.64,113
2,0,6,11,0,4,1,2,0.6785,0.6047,0.676,0.0601,183
2,0,6,12,1,4,0,1,0.5943,0.5605,0.2945,0.3335,83
2,0,6,13,0,4,1,2,0.7027,0.6572,0.5868,0.2871,113
2,0,6,14,0,4,1,1,0.763,0.755,0.8186,0.3988,122
2,0,6,15,0,4,1,2,0.7712,0.7496,0.5807,0.2204,144
2,0,6,16,0,4,1,3,0.6599,0.6285,0.782,0.1977,153
2,0,6,17,0,4,1,1,0.7407,0.7054,0.4274,0.2449,303
2,0,6,18,0,4,1,2,0.6304,0.5863,0.4425,0.2602,209
2,0,6,19,0,4,1,3,0.6541,0.568,0.7354,0.4089,106
2,0,6,20,0,4,1,2,0.706,0.6352,0.7018,0.1724,106
2,0,6,21,0,4,1,1,0.6547,0.6455,0.5964,0.159,131
2,0,6,22,0,4,1,1,0.5896,0.556,0.7038,0.5497,73
2,0,6,23,0,4,1,1,0.7364,0.6602,0.5284,0.3386,61
2,0,6,0,0,5,0,1,0.6218,0.6317,0.4652,0.5636,18
2,0,6,1,0,5,0,1,0.6434,0.6622,0.6467,0.2706,10
2,0,6,2,0,5,0,2,0.7539,0.7523,0.5659,0.3742,4
2,0,6,3,0,5,0,2,0.7174,0.6943,0.6503,0.6604,5
2,0,6,4,0,5,0,2,0.6921,0.6661,0.6251,0.5405,8
2,0,6,5,0,5,0,1,0.577,0.5474,0.5601,0.1957,39
2,0,6,6,0,5,0,1,0.5984,0.5734,0.8264,0.1142,56
2,0,6,7,0,5,0,2,0.7076,0.6911,0.4758,0.5911,112
2,0,6,8,0,5,0,2,0.7239,0.709,0.6187,0.5302,178
2,0,6,9,0,5,0,3,0.6975,0.6763,0.5891,0.2155,78
2,0,6,10,0,5,0,2,0.6467,0.516,0.6372,0.1558,89
2,0,6,11,0,5,0,1,0.6444,0.6467,0.6059,0.4182,106
2,0,6,12,0,5,0,2,0.6949,0.6662,0.7299,0.2015,110
2,0,6,13,0,5,0,2,0.5922,0.5219,0.6378,0.413,94
2,0,6,14,0,5,0,1,0.6862,0.6579,0.5222,0.0577,90
2,0,6,15,0,5,0,2,0.5826,0.5626,0.4771,0.2222,106
2,0,6,16,0,5,0,1,0.6061,0.5287,0.508,0.1102,116
2,0,6,17,0,5,0,1,0.6923,0.6384,0.5027,0.5408,140
2,0,6,18,0,5,0,1,0.7206,0.6514,0.6818,0.2379,189
2,0,6,19,0,5,0,2,0.7037,0.6394,0.5904,0.1662,138
2,0,6,20,0,5,0,2,0.6018,0.5888,0.6478,0.376,82
2,0,6,21,0,5,0,1,0.5489,0.5027,0.435,0.2764,93
2,0,6,22,0,5,0,2,0.6792,0.6481,0.5624,0.2021,63
2,0,6,23,0,5,0,2,0.5469,0.5417,0.6583,0.1703,41
2,0,6,0,0,6,0,1,0.7476,0.6972,0.7259,0.2313,16
2,0,6,1,0,6,0,1,0.6058,0.5988,0.4229,0.3668,11
2,0,6,2,0,6,0,1,0.8379,0.8366,0.7893,0.2663,5
2,0,6,3,0,6,0,1,0.6141,0.6088,0.774,0.2047,6
2,0,6,4,0,6,0,3,0.7139,0.6962,0.7232,0.0411,7
2,0,6,5,0,6,0,2,0.6299,0.6241,0.753,0.2483,26
2,0,6,6,0,6,0,1,0.6697,0.6481,0.5557,0.4032,80
2,0,6,7,0,6,0,2,0.6944,0.6851,0.5054,0.1502,122
2,0,6,8,0,6,0,1,0.7417,0.6694,0.6113,0.2881,253
2,0,6,9,0,6,0,1,0.7528,0.713,0.6372,0.0303,136
2,0,6,10,0,6,0,1,0.7324,0.7075,0.5261,0.2564,86
2,0,6,11,0,6,0,1,0.7541,0.7142,0.6718,0.2043,104
2,0,6,12,0,6,0,1,0.6384,0.6815,0.7703,0.6775,143
2,0,6,13,0,6,0,1,0.7269,0.6848,0.7086,0.2992,87
2,0,6,14,0,6,0,1,0.6576,0.5713,0.6068,0.0481,105
2,0,6,15,0,6,0,1,0.7505,0.7146,0.3083,0.3338,120
2,0,6,16,0,6,0,2,0.6896,0.6799,0.4168,0.1786,161
2,0,6,17,0,6,0,1,0.7249,0.6625,0.5898,0.698,169
2,0,6,18,0,6,0,2,0.7019,0.6657,0.6782,0.1811,190
2,0,6,19,0,6,0,1,0.7347,0.6958,0.4305,0.2559,166
2,0,6,20,0,6,0,3,0.6249,0.5919,0.6126,0.6175,71
2,0,6,21,0,6,0,1,0.5714,0.5249,0.6865,0.11,91
2,0,6,22,0,6,0,2,0.7507,0.7461,0.5933,0.2477,60
2,0,6,23,0,6,0,1,0.7756,0.8019,0.5266,0.4873,39
2,0,6,0,0,0,1,1,0.675,0.616,0.424,0.2842,36
2,0,6,1,0,0,1,2,0.7398,0.6636,0.6946,0.1994,15
2,0,6,2,0,0,1,2,0.569,0.5274,0.5234,0.3426,7
2,0,6,3,0,0,1,3,0.6396,0.6498,0.7995,0.1126,7
2,0,6,4,0,0,1,2,0.6888,0.6466,0.6232,0.1389,10
2,0,6,5,0,0,1,1,0.5616,0.5445,0.6462,0.1299,37
2,0,6,6,0,0,1,2,0.576,0.5198,0.7018,0.4461,76
2,0,6,7,0,0,1,1,0.6941,0.7129,0.5582,0.2063,203
2,0,6,8,0,0,1,2,0.6407,0.5998,0.6583,0.197,287
2,0,6,9,0,0,1,2,0.6588,0.6333,0.5244,0.4584,158
2,0,6,10,0,0,1,1,0.6546,0.598,0.5058,0.2233,140
2,0,6,11,0,0,1,2,0.5932,0.5368,0.4925,0.1617,136
2,0,6,12,1,0,0,1,0.6678,0.6343,0.5432,0.3282,90
2,0,6,13,0,0,1,1,0.6821,0.6511,0.8489,0.4219,191
2,0,6,14,1,0,0,3,0.6423,0.6361,0.4935,0.3065,39
2,0,6,15,0,0,1,1,0.648,0.5649,0.6756,0.099,182
2,0,6,16,0,0,1,1,0.6688,0.6068,0.5747,0.2414,221
2,0,6,17,0,0,1,2,0.7405,0.6828,0.4656,0.1429,227
2,0,6,18,0,0,1,1,0.6765,0.6462,0.6969,0.2281,233
2,0,6,19,0,0,1,1,0.5482,0.4869,0.5415,0.2233,174
2,0,6,20,0,0,1,1,0.5995,0.5667,0.5484,0.3623,156
2,0,6,21,0,0,1,2,0.7483,0.6916,0.7319,0.3046,114
2,0,6,22,0,0,1,1,0.6351,0.5993,0.5705,0.6352,69
2,0,6,23,0,0,1,2,0.6769,0.6198,0.6288,0.6124,38
2,0,6,0,0,1,1,1,0.8193,0.748,0.5994,0.5202,28
2,0,6,1,0,1,1,3,0.7288,0.7009,0.5914,0.1932,11
2,0,6,2,0,1,1,1,0.5342,0.5409,0.4444,0.1591,10
2,0,6,3,0,1,1,1,0.7857,0.7709,0.7057,0.5965,9
2,0,6,4,0,1,1,3,0.6951,0.6937,0.6294,0.6954,8
2,0,6,5,0,1,1,2,0.7104,0.7118,0.7004,0.2349,32
2,0,6,6,0,1,1,1,0.7059,0.6658,0.6166,0.2752,108
2,0,6,7,0,1,1,1,0.7485,0.7672,0.7295,0.11,209
2,0,6,8,0,1,1,2,0.679,0.6677,0.6209,0.3302,252
2,0,6,9,0,1,1,1,0.5809,0.5233,0.7674,0.0799,203
2,0,6,10,0,1,1,1,0.7072,0.6518,0.4941,0.3929,99
2,0,6,11,0,1,1,2,0.5879,0.563,0.5078,0.3918,138
2,0,6,12,0,1,1,2,0.8118,0.7976,0.8172,0.1475,141
2,0,6,13,0,1,1,2,0.6592,0.6194,0.702,0.1839,154
2,0,6,14,0,1,1,2,0.681,0.6178,0.8266,0.3084,128
2,0,6,15,0,1,1,3,0.6373,0.6291,0.6763,0.2435,108
2,0,6,16,0,1,1,1,0.7083,0.6394,0.5694,0.5853,205
2,0,6,17,0,1,1,2,0.7164,0.6897,0.8268,0.5297,208
2,0,6,18,0,1,1,1,0.6371,0.6065,0.3845,0.2128,245
2,0,6,19,0,1,1,2,0.7163,0.6402,0.6987,0.5053,177
2,0,6,20,0,1,1,2,0.6893,0.7082,0.2979,0.1595,135
2,0,6,21,0,1,1,1,0.6779,0.6445,0.7835,0.3529,135
2,0,6,22,0,1,1,2,0.632,0.5648,0.4794,0.396,56
2,0,6,23,0,1,1,3,0.8466,0.8057,0.566,0.4738,44
2,0,6,0,0,2,1,2,0.7688,0.6785,0.4875,0.3201,26
2,0,6,1,0,2,1,1,0.737,0.711,0.6746,0.6474,15
2,0,6,2,0,2,1,1,0.7649,0.7525,0.5814,0.2137,8
2,0,6,3,0,2,1,2,0.707,0.7527,0.7694,0.2392,6
2,0,6,4,0,2,1,2,0.6616,0.6314,0.5244,0.2432,10
2,0,6,5,0,2,1,1,0.501,0.4562,0.4618,0.1215,45
2,0,6,6,0,2,1,1,0.6007,0.5769,0.547,0.3034,112
2,0,6,7,0,2,1,2,0.8376,0.8389,0.8001,0.1985,200
2,0,6,8,0,2,1,1,0.7673,0.7439,0.7287,0.1268,320
2,0,6,9,0,2,1,1,0.7002,0.6902,0.7423,0.2257,195
2,0,6,10,0,2,1,1,0.5756,0.5696,0.5374,0.4654,96
2,0,6,11,0,2,1,2,0.7305,0.7091,0.4452,0.194,133
2,0,6,12,0,2,1,3,0.6666,0.5912,0.7741,0.0604,154
2,0,6,13,0,2,1,2,0.7349,0.6545,0.4382,0.3924,173
2,0,6,14,0,2,1,1,0.6082,0.5304,0.6043,0.1488,150
2,0,6,15,0,2,1,2,0.6518,0.5832,0.5237,0.194,123
2,0,6,16,0,2,1,1,0.748,0.6781,0.6126,0.3751,253
2,0,6,17,0,2,1,3,0.821,0.8357,0.3984,0.095,202
2,0,6,18,0,2,1,1,0.64,0.5868,0.7056,0.1468,250
2,0,6,19,0,2,1,3,0.6161,0.5883,0.768,0.1189,117
2,0,6,20,0,2,1,3,0.7576,0.7124,0.7289,0.0941,134
2,0,6,21,0,2,1,3,0.5979,0.5738,0.47,0.1546,72
2,0,6,22,0,2,1,1,0.6029,0.5748,0.6556,0.0614,88
2,0,6,23,0,2,1,2,0.7047,0.6318,0.583,0.0813,50
2,0,6,0,0,3,1,2,0.8334,0.8097,0.6043,0.2535,25
2,0,6,1,0,3,1,1,0.628,0.5762,0.8035,0.4623,16
2,0,6,2,0,3,1,2,0.6615,0.6071,0.5521,0.2442,7
2,0,6,3,0,3,1,2,0.6952,0.6513,0.6859,0.3389,9
2,0,6,4,0,3,1,3,0.6543,0.6459,0.3949,0.5973,10
2,0,6,5,0,3,1,2,0.5638,0.5168,0.613,0.4523,37
2,0,6,6,0,3,1,1,0.7436,0.7091,0.7161,0.0888,120
2,0,6,7,0,3,1,2,0.7005,0.6775,0.5863,0.3179,203
2,0,6,8,0,3,1,1,0.7131,0.6852,0.6781,0.4565,295
2,0,6,9,0,3,1,1,0.6775,0.6497,0.5071,0.0977,213
2,0,6,10,0,3,1,2,0.7934,0.7116,0.5484,0.2584,100
2,0,6,11,0,3,1,2,0.6521,0.6233,0.5882,0.2623,148
2,0,6,12,0,3,1,2,0.612,0.554,0.5392,0.1694,215
2,0,6,13,0,3,1,2,0.8039,0.7109,0.7122,0.2219,134
2,0,6,14,0,3,1,1,0.5335,0.493,0.7355,0.468,143
2,0,6,15,0,3,1,2,0.6767,0.6273,0.6821,0.1513,129
2,0,6,16,0,3,1,1,0.6821,0.7368,0.3006,0.1645,233
2,0,6,17,0,3,1,3,0.6794,0.6747,0.5662,0.2303,181
2,0,6,18,0,3,1,3,0.5788,0.5734,0.7054,0.1145,211
2,0,6,19,0,3,1,3,0.6045,0.562,0.5847,0.1376,148
2,0,6,20,0,3,1,3,0.7545,0.7112,0.5776,0.2245,80
2,0,6,21,0,3,1,2,0.7844,0.8223,0.7166,0.1825,107
2,0,6,22,0,3,1,2,0.6582,0.6062,0.7227,0.2323,78
2,0,6,23,0,3,1,2,0.6223,0.5988,0.6762,0.1222,55
2,0,6,0,0,4,1,1,0.5638,0.5909,0.4266,0.2073,37
2,0,6,1,0,4,1,2,0.7546,0.6951,0.4709,0.1246,12
